@relation 'EPA Eastern Lakes Survey - 1984-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2'

@attribute aluminum numeric
@attribute calcium numeric
@attribute carbonate numeric
@attribute color numeric
@attribute elevation numeric
@attribute inlets {zero,one,few,many}
@attribute potassium numeric
@attribute area numeric
@attribute type {lake,pond,reservoir,swamp}
@attribute volume numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute ammonium numeric
@attribute nitrate numeric
@attribute outlets {zero,few,one}
@attribute precipitation numeric
@attribute runoff {5,10,15,20,25,30}
@attribute sulfate numeric
@attribute ph {low,high}

@data
17,1.01,0.016,18,328.3,zero,0.33,26.5,lake,0.418,46.544434,-91.228882,0.01,0,zero,0.869,15,1.77,low
166,1.75,0.025,125,387.4,zero,2,16.5,lake,0.23,45.594421,-92.18689,0.3,0.211,zero,0.825,5,1.4,low
405.4,5.187,0.185,65,680,one,0.568,6.799999,lake,0.066,44.877777,-71.299988,0.092,0.495,one,1.349,25,5.382,low
49.5,1.893,0.079,15,123.8,many,0.438,1296.399414,lake,84.214,43.791656,-71.133301,0.02,0.154,one,0.998,25,3.431,low
80,1.95,0.03,57,406.9,zero,0.33,29,lake,0.283,48.083313,-92.443054,0,0.072,one,0.76,5,2.56,low
23,2.06,0.006,60,362.7,few,0.17,77.399963,lake,0.646,41.188324,-74.987488,0,0.02,one,0.952,20,4.33,low
111.7,2,0.047,25,250.9,zero,0.367,17.099991,pond,0.095,45,-70.108276,0.03,0.066,one,0.989,25,3.443,low
104.7,3.698,0.037,65,12.5,one,0.679,117.599976,pond,4.147,44.369415,-68.599976,0.005,0.009,one,1.214,25,12.695,low
102.6,1.942,0.024,40,100.3,few,0.695,87.699951,lake,2.238,45.219696,-68.079163,0.018,0.003,one,0.953,20,3.15,low
18,2.09,0.061,15,440.4,zero,0.63,10.099998,lake,0.67,45.272766,-90.437744,0.08,0.07,zero,0.883,10,3.61,low
115.2,2.061,0.023,45,429.5,zero,0.362,39.199982,pond,0.164,44.858307,-70.948608,0.037,0.012,one,1.138,25,3.742,low
138.4,2.112,0.035,105,225.6,one,0.283,8.899994,pond,0.037,46.074432,-68.664978,0.027,0,one,1.018,20,1.766,low
311,0.86,0.089,35,226.8,many,0.62,116.599976,lake,9.576,34.688599,-83.338562,0.058,0.184,one,1.445,25,0.94,low
59.4,5.601,0.711,60,439.8,one,0.551,16.599991,pond,0.354,44.706665,-74.342468,0.124,0.027,zero,0.917,20,4.033,low
63,1.84,0.029,35,387.1,one,0.35,67.699951,lake,4.775,48.308319,-92.219421,0,0,one,0.717,5,3.08,low
28.8,13.99,3.58,15,209.4,one,0.425,21.699997,pond,0.091,44.291656,-70.649963,0.029,0,zero,0.961,20,4.616,low
131,2.4,0.037,105,545.6,zero,0.36,7.5,lake,0.181,48.002777,-90.738831,0.09,0.255,one,0.794,10,4.46,low
25,1.86,0.023,15,69.5,many,0.283,14.799995,pond,0.79,44.322205,-68.287476,0.007,0.027,one,1.354,25,4.585,low
123,5.115,0.144,142.5,545.6,one,0.285,5.599998,lake,0.031,46.681915,-88.158325,0.005,0.176,zero,0.904,15,1.435,low
36.7,3.377,0.182,30,2.7432,zero,1.212,10.799995,pond,0.301,41.626648,-70.626343,0.068,0.048,one,0.947,20,5.754,low
10,2.2,0.103,10,272.8,one,0.447,58.299988,lake,5.924,46.463867,-85.716614,0.04,0.044,one,1.199,15,3.25,low
186,1.84,0.235,40,231.6,few,1.65,9.299995,lake,0.552,35.223053,-81.729126,0.033,0.129,one,1.049,15,2.01,low
62,1.61,0.116,30,388.9,many,1.07,234.299927,lake,55.662,35.449982,-83.929138,0.083,0.429,one,1.457,25,1.63,low
47,2.595,0.069,46.5,542.6,one,0.31,53.299988,lake,2.795,48.020813,-90.770813,0.03,0.179,few,0.794,10,3.86,low
46,2.658,0.036,25,16.8,zero,0.639,119.199951,pond,1.659,41.791656,-70.916626,0.022,0.041,zero,0.955,20,6.349,low
29.1,3.871,0.196,35,486.2,zero,0.702,14.199997,pond,0.099,41.383606,-75.526367,0.002,0.013,one,0.708,20,3.474,low
127.6,4.8785,0.034,7.5,342.3,one,0.409,10.399994,pond,0.232,41.255554,-75.794434,0.0325,0.038,one,0.697,20,14.652,low
22.5,7.226,0.299,15,76.5048,zero,1.49,19.299988,lake,0.358,41.65387,-71.59137,0.1,1.081,one,0.958,20,7.762,low
21,1.71,0.377,40,317.9,many,0.89,33.799988,lake,2.384,35.194427,-82.23468,0.042,0,one,1.079,20,1.32,low
80.6,4.762,0.15,45,417.6,zero,0.428,16.099991,pond,0.388,41.535553,-75.377747,0.21,0.026,one,0.726,20,5.222,low
19,1.485,0.016,13,315.8,zero,0.39,50.699982,lake,1.506,46.216644,-91.854126,0,0,zero,0.861,10,3.855,low
46.2,2.301,0.07,20,116.7,zero,0.364,7.799999,pond,0.315,44.962494,-68.122192,0.021,0.015,one,1.112,20,1.688,low
25.5,2.55,0.059,15,316.6872,one,1.08,7.199997,pond,0.04,42.336365,-71.909119,0.015,0.023,one,0.98,25,4.725,low
121.2,2.49,0.038,40,403.6,one,0.247,13.5,pond,0.132,45.505554,-69.958313,0.019,0,one,0.994,20,4.405,low
189.8,1.549,0.05,65,15.8,one,0.292,101.5,pond,2.826,44.60083,-68.283325,0.009,0.017,one,1.272,25,2.403,low
23,4.78,0.197,60,411.8,zero,1.4,17.399994,lake,1.009,47.413879,-93.613831,0.15,0.061,zero,0.797,5,1.66,low
80,1.988,0.071,70,23.2,zero,1.67,134,lake,2.674,27.431931,-81.404114,0.012,0.495,one,1.441,5,7.97,low
17,1.1,0.103,15,566.9,many,0.51,1035.699219,lake,152.339,34.827209,-83.554993,0.037,0.013,one,1.575,30,0.75,low
20.15,1.906,0.032,17.5,85.3,one,0.2375,27.199997,lake,0.341,45.072205,-67.172729,0.022,0.0495,one,0.957,25,3.7815,low
16,2.03,0.026,40,490.4,one,0.45,27.099991,lake,1.534,46.085266,-89.851379,0.089,0.062,zero,0.885,10,2.59,low
229,2.81,0.062,190,456.6,one,0.37,7.5,lake,0.063,47.896362,-91.516663,0.04,0.192,zero,0.79,10,2.51,low
43.5,4.486,0.085,30,317.3,one,0.647,6.299999,lake,0.053,41.116638,-75.195801,0.018,0.047,one,0.797,20,7.145,low
22,1.54,0.128,25,427,few,1.15,64,lake,3.89,35.724976,-82.083313,0.003,0,one,1.234,30,1.55,low
116.5,2.315,0.044,82.5,380.7,one,0.4,310.899902,lake,12.262,48.187469,-92.00415,0.04,0,one,0.744,5,2.45,low
108,3.24,0.108,110,496.8,zero,0.203,5.399998,lake,0.175,48.018585,-90.966614,0.08,0.04,zero,0.791,10,2.49,low
20.9,1.128,0.156,10,10.9728,zero,0.675,32.5,pond,0.136,41.824982,-70.574951,0.016,0.002,one,0.952,20,4.758,low
89,5.97,0.08,15,30.2,one,4.71,190.699951,lake,2.389,27.560547,-81.462463,0.001,0,one,1.417,10,39.3,low
53.8,1.752,0.034,25,64,few,0.228,42.199982,lake,0.822,44.937469,-67.633301,0.019,0.01,one,1.344,25,2.866,low
31.7,1.676,0.032,5,110,one,0.304,175.199951,pond,16.096,44.791656,-68.454163,0.012,0,zero,0.894,20,3.415,high
111.5,1.8,0.041,25,602.3,zero,0.327,7.399998,pond,0.179,44.812195,-70.687195,0.033,0.003,one,1.017,25,3.509,high
59.8,3.379,0.053,25,580.3,few,0.496,4.199997,lake,0.018,41.311096,-75.429138,0.108,0.068,one,0.72,20,4.939,high
37.1,2.071,0.058,15,219.8,few,0.458,124.5,pond,4.91,44.404144,-70.674988,0.019,0.004,one,0.962,25,3.621,high
12.9,2.045,0.075,15,12.8016,one,0.742,46.299988,pond,3.394,41.667755,-70.409668,0.127,0.072,zero,0.946,20,6.622,high
52.6,2.804,0.065,25,274.6,few,0.769,66.799988,pond,1.705,43.908325,-71.991638,0.02,0.039,one,1.134,20,5.068,high
45,2.08,0.034,44,426.4,zero,0.31,137.799927,lake,4.284,48.041656,-92.197205,0,0,few,0.775,5,3.02,high
17,1.29,0.071,27,415.8,zero,1.22,6.5,lake,0.09,47.470551,-93.65387,0.01,0.084,zero,0.797,5,0.55,high
37.3,1.09,0.038,10,50.3,one,0.463,143.299927,pond,7.314,44.616638,-68.241638,0.014,0.006,one,1.276,25,2.938,high
37,3,0.064,30,219.5,one,0.644,4.399998,lake,0.125,46.673859,-85.304138,0.1,0.075,one,1.241,15,4.69,high
14.2,3.588,0.144,15,57.3024,zero,0.9345,21.099991,pond,1.048,42.391083,-71.481079,0.018,0.004,zero,0.962,20,6.73,high
96.6,3.855,0.07,100,234.7,zero,0.558,13,pond,0.054,46.214996,-68.803589,0.037,0,one,1.035,20,2.408,high
26,1.84,0.215,25,454.2,few,0.88,36.799988,lake,2.595,34.489716,-84.371643,0.017,0,one,1.463,25,1.41,high
68,1,0.071,15,918.4,many,0.39,632.099609,lake,134.036,35.183319,-83.666626,0.012,0.06,one,1.575,30,0.88,high
19,6.65,0.191,15,62.8,zero,2.022,29.799988,lake,0.76,42.819427,-71.529114,0.074,0.09,one,0.975,20,6.898,high
46,6.56,0.222,15,99.3648,one,2.47,13.099998,pond,0.055,42.123596,-71.702759,0,0,one,0.961,20,8.55,high
17.8,3.45,0.067,15,342.9,few,0.607,71.399963,pond,2.418,43.433319,-72.058289,0.015,0.012,one,1.115,20,5.784,high
45.8,2.353,0.072,30,6.7,few,0.387,77.699951,pond,2.307,44.470825,-68.674988,0.016,0.004,one,1.178,20,2.957,high
26,2.34,0.055,22,594.4,one,0.22,22.099991,lake,1.056,47.963043,-90.597717,0.05,0.051,few,0.798,10,4.35,high
48.3,4.442,0.139,30,54.9,zero,0.704,8.799995,pond,0.184,44.222198,-69.667175,0.015,0.01,zero,0.825,20,8.178,high
24,7.16,0.307,30,392.9,one,0.97,5.299999,pond,0.113,41.279144,-76.155518,0.11,0.083,zero,0.698,15,7.28,high
42,2.18,0.049,36,429.8,zero,0.45,760.199707,lake,15.873,48.083313,-92.00415,0.01,0.077,one,0.776,5,2.9,high
44.3,4.485,0.243,45,88.4,one,1.459,10.5,pond,0.058,43.843323,-70.432739,0.039,0.036,one,0.95,20,5.747,high
49,1.06,0.192,75,375.2,one,0.81,11.899994,reservoir,0.133,34.613861,-83.359436,0.1,0.244,one,1.382,20,0.69,high
62,3.474,0.059,50,102.1,few,0.405,787.599609,pond,15.714,45.683319,-68.624939,0.02,0,one,1.025,20,4.948,high
138.3,3.222,0.146,65,19.8,zero,0.437,7.099998,swamp,0.161,44.356934,-68.899963,0.014,0.006,one,1.024,20,3.056,high
13.6,2.077,0.088,10,236.22,one,0.668,29.199997,pond,1.436,42.12915,-72.154114,0.026,0.006,zero,0.992,25,5.954,high
59,2.53,0.071,44,500.8,one,0.298,158.599976,lake,2.208,47.843048,-91.108276,0.04,0.122,one,0.79,10,3.19,high
60,2.29,0.211,15,326.7,many,1.07,1160.699219,lake,640.892,34.607208,-84.634399,0.02,0.671,one,1.411,20,2.31,high
6,1.24,0.052,5,19.2024,zero,0.49,87.099976,pond,1.455,41.854156,-70.620789,0.01,0,one,0.954,20,4.76,high
42,2.18,0.071,15,245.4,one,0.67,4.5,pond,0.033,42.527771,-71.854126,0,0,one,0.986,20,3.92,high
168,1.81,0.575,45,257.3,one,2.39,10.899994,reservoir,0.091,34.011658,-83.743286,0.071,2.016,one,1.176,15,1.43,high
136.5,7.57,0.228,70,205.74,few,2.081,7.799999,pond,0.098,42.149994,-72.010254,0.136,0.05,one,0.976,25,6.97,high
81,3.247,0.083,65,35.7,zero,0.231,5.399998,swamp,0.053,44.850555,-67.256104,0.024,0.015,one,1.708,25,2.981,high
91,2.28,0.045,55,384.4,few,0.47,195.299927,lake,3.897,48.204163,-92.208313,0.01,0.115,one,0.73,5,3.08,high
47,2.75,0.151,45,435,zero,1.41,13.199997,lake,0.447,47.563873,-93.04718,0,0.006,one,0.797,5,3.58,high
37.1,2.229,0.062,10,106.7,one,0.38,78.699951,pond,2.666,45.303589,-68.4505,0.017,0,one,0.978,15,3.9,high
10.1,1.948,0.067,7.5,83.2,zero,0.3925,79.599976,pond,3.952,43.50415,-70.649963,0.028,0.012,few,0.957,20,3.396,high
52.3,2.123,0.099,20,279.5016,few,0.795,36.399994,lake,0.76,42.058319,-72.222168,0.028,0.077,zero,0.992,25,5.619,high
70,2.859,0.057,20,439.8,zero,0.321,43.699982,pond,0.811,44.294434,-72.318848,0.019,0.017,one,1.507,15,5.439,high
32,4.26,0.244,145,491.6,zero,0.5,5.199997,lake,0.097,45.761108,-89.431885,0.49,0.5,one,0.885,10,2.37,high
48,6.3,0.142,40,66.7512,one,1.39,61.699982,reservoir,3.664,42.239441,-71.464416,0.01,0.728,one,0.961,20,14.58,high
61.5,1.862,0.1,10,214.6,few,0.307,100.699951,pond,17.802,45.216644,-69.558289,0.018,0.061,one,0.988,20,3.122,high
17,5.05,0.119,20,291.9984,one,0.92,18,pond,0.309,41.959717,-72.193054,0.13,0.264,few,0.976,25,12.55,high
62,4.44,0.238,115,498.4,zero,0.61,5.399998,lake,0.153,45.87915,-89.258301,0.14,0.09,zero,0.885,10,4.15,high
134,3.91,0.038,130,504.1,one,0.27,201.599976,lake,5.706,46.520538,-88.408325,0,0.008,one,0.894,15,2.97,high
46,2.29,0.075,55,364.2,zero,1.02,15.199997,lake,0.367,45.6297,-91.599976,0.41,0.618,zero,0.864,5,1.78,high
382,1.15,0.133,85,388.9,few,1.06,9.699997,lake,0.135,34.426086,-84.298035,0.003,0.417,zero,1.453,20,1.1,high
48.25,4.3375,0.153,10,479.2,zero,0.6205,53.699982,lake,5.457,42.020813,-75.458313,0.071,0.039,one,0.755,20,7.057,high
23.1,2.774,0.175,20,117.3,one,0.539,19.799988,pond,1.093,43.845825,-70.891663,0.02,0.013,one,0.961,25,4.299,high
2,1.76,0.065,13,338.6,zero,0.47,16.199997,lake,0.827,46.472748,-91.35553,0,0.103,zero,0.869,10,1.85,high
25,2.52,0.054,45,507.5,zero,0.34,26.199997,lake,0.182,46.541382,-88.405212,0,0.017,zero,0.894,15,1.37,high
23,4.51,0.238,140,501.4,zero,0.91,4.399998,lake,0.076,45.810547,-89.275269,0.83,0.076,zero,0.885,10,0.56,high
14,4.79,0.252,20,321.6,one,0.13,29.599991,pond,1.044,41.134705,-75.026367,0.26,0.498,one,0.921,20,8.1,high
75,8.14,0.62,55,14.6,one,1.609,9.5,pond,0.04,42.592194,-70.822754,0.077,0.041,one,0.96,20,6.337,high
62,6.8,0.108,45,566.9,few,0.71,5.599998,lake,0.023,42.326111,-74.16803,0.7,1.666,one,0.799,20,15.06,high
19.3,2.602,0.09,15,93.3,many,0.451,296.399902,pond,12.515,44.049988,-70.433289,0.019,0.006,zero,0.958,20,3.59,high
27.1,4.095,0.136,10,254.8128,few,1.447,10.299995,pond,0.191,42.370819,-71.995789,0.02,0.03,one,0.994,25,5.343,high
27.9,4.648,0.157,15,459,zero,0.541,22.799988,lake,1.777,41.823608,-75.337219,0.019,0,one,0.702,20,7.07,high
53.5,2.69,0.107,30,114.6,one,0.501,98.099976,pond,9.695,44.154144,-70.716614,0.022,0,one,0.961,20,4.009,high
36,3.27,0.073,30,244.1448,few,1.46,25.399994,pond,0.177,42.345825,-72.024963,0,0.008,one,0.996,25,4.5,high
19,3.44,0.059,20,408.7,one,0.43,14,lake,0.221,41.21582,-75.053589,0.01,0.003,zero,0.899,20,5.35,high
35,2.54,0.131,30,264.3,zero,0.465,4.199997,lake,0.058,46.517487,-86.06665,0.08,0.023,one,1.176,15,4.73,high
283.3,3.213,0.103,30,352.4,one,0.311,29.5,pond,1.246,45.308319,-70.091614,0.029,0.01,one,0.995,25,3.787,high
137,2.23,0.587,45,242,one,1.18,590.799805,lake,28.51,35.108307,-82.049988,0.24,0.117,one,1.067,20,1.34,high
112,1.93,0.465,20,277.4,many,0.91,148.299927,lake,15.895,35.338013,-82.204163,0.049,0.38,one,1.123,20,1.38,high
51,1.33,0.11,25,457.2,one,0.77,6.199997,lake,0.21,34.621643,-83.824707,0.013,0.121,one,1.562,25,1.01,high
116.3,2.506,0.148,30,364.2,one,0.329,9.5,pond,0.322,45.108307,-69.987488,0.032,0.033,one,0.992,25,3.29,high
89,4.63,0.26,45,1060.7,few,1.12,3.4,lake,0.033,36.137756,-81.67218,0.109,1.657,one,1.043,20,2.29,high
61.2,3.634,0.199,30,370.6,many,0.338,126.5,pond,7.161,46.426086,-69.60968,0.029,0.146,one,1.081,20,3.915,high
73.5,3.25,0.105,73.5,512.1,zero,0.282,5.399998,lake,0.1,48.010254,-90.991638,0.035,0.0475,zero,0.791,10,2.38,high
28,1.71,0.047,8,374.9,one,0.41,74.399963,lake,12.635,48.326111,-92.201355,0.01,0,one,0.716,5,4.08,high
46.7,4.351,0.224,20,169.8,many,0.667,12.899994,pond,0.347,44.704163,-70.241638,0.006,0.007,few,0.971,20,3.709,high
56,3.59,0.104,63,500.8,one,0.43,52.5,lake,0.365,47.942474,-90.451904,0.01,0.551,one,0.804,10,5.17,high
44,6,0.22,55,205.4352,few,1.42,19.699997,pond,0.11,41.923584,-72.218018,0.02,0.102,one,0.974,25,9.2,high
38.45,9.465,0.637,20,110.6424,one,1.8615,7.099998,pond,0.178,42.212494,-72.310791,0.178,1.05,one,1.012,20,10.517,high
43,3.97,0.056,30,471.5,few,0.47,43.399994,pond,0.242,41.455811,-75.46051,0.01,0.065,one,0.718,20,6.33,high
67.8,1.987,0.082,5,70.7,few,0.221,139.5,lake,6.796,45.06665,-67.483276,0.017,0.015,one,1.347,25,3.521,high
28.8,7.56,0.398,30,33.2232,zero,0.68,4.399998,pond,0.061,42.683319,-70.998596,0.024,0.022,zero,0.961,20,8.458,high
75,6.91,0.608,115,498.7,zero,0.57,14.5,lake,1.171,46.188873,-89.830505,0.029,0.211,one,0.885,10,4.04,high
29,2.05,0.08,18,394.4,one,0.31,15.299995,lake,0.149,48.179138,-91.983276,0.04,0.014,one,0.749,5,3.32,high
24.4,6.223,0.225,15,608.7,few,1.007,28.5,lake,0.926,41.821381,-75.410522,0.279,0.751,one,0.701,20,7.681,high
52,5.66,1.293,15,502.9,few,1.345,22.899994,lake,0.191,36.338013,-82.117981,0.0075,3.197,one,1.106,15,6.315,high
80.3,2.927,0.119,50,296.9,one,0.344,48.699982,pond,0.339,46.261383,-69.239136,0.029,0.013,few,1.03,20,4.157,high
61.7,2.952,0.174,10,19.2024,zero,0.407,38.5,pond,2.287,41.704163,-70.458313,0.014,0,zero,0.948,20,6.139,high
59.3,2.597,0.083,35,210,one,0.124,6,pond,0.161,45.341644,-69.456909,0.019,0.011,zero,0.992,20,3.174,high
39.1,3.221,0.226,15,118.9,zero,0.758,8.199997,pond,0.164,44.967773,-68.160522,0.017,0.003,one,1.014,20,2.667,high
126,3.3,0.126,50,418.2,zero,0.296,14.699997,pond,0.082,45.479156,-69.412476,0.031,0.026,one,0.994,25,3.643,high
6,5.4,0.545,20,96.6216,one,0.35,52.899994,pond,2.479,42.166656,-72.666626,0.06,0.035,one,1.015,20,6.67,high
96,4.997,0.08,40,612.7,one,0.896,7.899998,pond,0.077,41.812469,-75.444397,0.028,0.013,one,0.7,20,6.73,high
54.1,4.359,0.102,20,593.5,many,0.481,69.299988,lake,1.447,41.776642,-75.44165,0.021,0.008,one,0.699,20,7.039,high
17.9,3.754,0.251,15,28.956,zero,1.026,16.899994,pond,0.69,41.469971,-71.558289,0.058,0.023,zero,0.954,20,5.113,high
13,2.46,0.101,30,500.5,zero,0.34,48.899994,lake,0.976,46.137482,-89.554138,0.059,0.019,zero,0.885,10,1.84,high
46,5.118,0.022,20,556.3,one,0.534,25.199997,lake,0.105,41.120819,-75.386108,0.019,0.019,one,0.724,20,5.069,high
39.7,4.106,0.104,30,489.8,few,0.364,43.299988,lake,1.205,41.324982,-75.258301,0.035,0.082,one,0.773,20,6.331,high
12,3.29,0.282,75,402,zero,0.86,9.099998,lake,0.114,45.754974,-91.48999,0.01,0,zero,0.871,5,0.69,high
114.4,3.355,0.133,20,208.1784,many,0.801,163.199951,reservoir,1.817,42.038605,-72.154419,0.024,0,one,0.981,25,7.668,high
30,13.25,1.737,60,21,zero,0.7735,7.199997,lake,0.06,28.362488,-82.479126,0.0255,0.018,zero,1.391,10,3.375,high
8,8.45,0.498,15,300.5,zero,1.3,12.899994,lake,0.97,42.238861,-75.512451,0.03,0,zero,0.966,20,7.65,high
11,2.44,0.192,35,510.5,zero,0.69,5.699997,lake,0.103,45.359711,-89.222168,0.129,0,zero,0.886,10,2.05,high
42.2,2.198,0.17,25,129.5,many,0.409,334.599853,lake,25.151,45.424988,-69.008301,0.018,0.1,one,0.996,20,2.163,high
61.4,10.09,0.615,20,416.7,one,1.266,107.299988,lake,2.29,41.569427,-75.391663,0.027,0.43,one,0.714,20,13.301,high
51.1,2.542,0.095,40,233.2,one,0.279,22.899994,pond,0.776,46.011932,-68.636108,0.02,0,one,1.014,20,2.83,high
81,3.38,0.047,45,350.5,zero,0.46,7.399998,swamp,0.048,41.140533,-75.15387,0.04,0.192,zero,0.824,20,4.82,high
31.7,1.517,0.134,5,68,zero,0.427,146.699951,lake,7.488,44.695831,-67.891663,0.002,0.102,one,1.345,25,1.837,high
95.9,9.945,1.724,35,316.1,one,0.315,165.799927,pond,1.154,45.541656,-69.716614,0.026,0.006,one,0.994,25,3.859,high
72.3,2.608,0.146,35,69.5,few,0.337,269,lake,7.863,45,-67.733276,0.017,0.004,one,1.329,25,2.564,high
54,3.35,0.732,20,424,few,1.31,25.599991,lake,1.307,34.501648,-84.397217,0.015,0.097,one,1.461,25,1.7,high
35,3.63,0.272,115,296,zero,0.42,15.199997,lake,0.127,45.946655,-92.272766,0.1,0.018,zero,0.834,5,0.89,high
46.1,8.24,0.791,75,196.3,one,1.316,8.399994,swamp,0.152,43.438873,-71.870789,0.089,0.215,one,1.126,20,4.952,high
184,7.21,1.716,70,248.1,few,2.01,22.5,lake,0.543,37.31665,-79.270813,0.257,0.173,one,0.906,10,2.86,high
59,5.745,0.446,77.5,505.4,zero,0.635,6.399998,lake,0.261,46.234985,-89.512451,0.09,0.048,zero,0.885,10,1.595,high
10,6.735,0.672,25,233.8,one,1.115,12.799995,pond,0.38,44.101379,-71.968872,0.024,0.016,one,1.155,20,7.816,high
20.4,3.6365,0.138,15,513.3,many,0.3385,340,pond,22.086,44.983307,-71.699951,0.0165,0.0645,one,1.439,25,4.977,high
31.6,4.343,0.376,10,445.3,one,0.791,12.5,pond,0.104,44.333313,-74.811096,0.035,0.147,zero,0.917,20,7.249,high
283,2.61,0.196,13,570.3,zero,0.27,33.099976,lake,0.845,47.991638,-90.154114,0.04,0.013,one,0.816,10,3.37,high
40.55,3.898,0.221,15,139.6,few,0.69,23.699997,pond,1.375,43.970825,-71.137451,0.015,0.004,one,1.006,25,2.5865,high
37,4.18,0.415,45,473.1,few,0.55,40,lake,0.501,46.045807,-88.770813,0.11,0.863,one,0.885,10,2.8,high
90.95,4.7355,0.258,15,544.4,one,0.4875,332.299805,lake,42.247,43.745819,-74.75,0.0245,0.732,few,0.905,30,6.755,high
19,1.99,0.133,25,449,zero,0.71,14.099998,lake,0.275,45.459717,-89.601379,0.28,0.852,zero,0.885,10,2.32,high
146,15.32,1.658,130,214.9,one,0.871,10.399994,lake,0.043,46.361664,-85.349976,0.12,0.07,one,1.187,15,3.97,high
186,2.055,0.222,40,313.9,zero,2.305,5.299999,lake,0.089,34,-83.802734,0.026,0.1995,few,1.203,15,3.17,high
74,6.602,0.622,60,409,zero,0.325,6.099998,pond,0.034,45.546661,-70.476929,0.048,0.171,one,0.994,20,5.364,high
40.2,6.398,0.463,35,325.5,one,0.703,50.099976,swamp,1.836,44.44165,-71.608276,0.024,0.004,one,1.295,25,5.201,high
64.5,3.832,0.2,40,326.1,few,0.414,328.199951,lake,20.863,46.633301,-69.174988,0.027,0.202,one,1.074,20,3.954,high
30.5,2.484,0.136,30,146.9,many,0.549,3309.298828,lake,257.967,45.75,-68.783325,0.015,0.113,one,1.005,25,2.767,high
24,3.07,0.152,25,495.9,zero,0.63,121.699951,lake,5.534,46.264435,-89.087463,0.03,0.109,one,0.885,10,4.11,high
106,5.895,0.563,45,134.4,many,0.21,108.399963,pond,1.509,45.108307,-69.166626,0.025,0,one,0.907,20,2.644,high
77,2.37,0.935,30,210.3,one,1.17,2.799999,pond,0.035,34.653595,-83.191101,0.009,0,one,1.159,20,0.66,high
31.1,2.765,0.108,15,161.5,few,0.527,69.699951,lake,2.361,45.779144,-69.041626,0.014,0.018,one,0.996,25,3.985,high
141,2.73,0.537,20,301.8,many,1.77,842,lake,54.696,35.784698,-81.458313,0.091,0.555,one,1.046,15,4.24,high
113,4.64,0.207,63,189,zero,0.13,6.599998,lake,0.028,48.034698,-88.630554,0.02,0,zero,0.654,15,2.37,high
3,4.85,0.612,16,527.3,one,0.41,101.299988,lake,13.349,48.06665,-90.474976,0.03,0.101,one,0.804,10,5.28,high
151.8,11.59,0.746,30,36.9,one,2.594,34.599976,pond,1.027,42.633331,-71.388855,0.06,0.427,one,0.963,15,11.015,high
17,1.92,0.095,25,33.2232,one,0.94,24.199997,swamp,0.112,41.919983,-70.741638,0,1.382,one,0.956,20,6.76,high
23,2.79,0.395,20,269.8,zero,0.42,4.899998,lake,0.048,46.541656,-86.166626,0.009,0.004,zero,1.168,15,2.47,high
8.3,2.903,0.205,15,163.4,one,0.541,726,lake,53.225,46.024994,-68.166626,0.028,0.001,one,1.104,20,4.231,high
15,5.47,0.172,20,451.1,few,0.55,126.099976,lake,3.92,41.449982,-75.447205,0.01,0.097,one,0.72,20,7.85,high
9,4.02,0.397,35,480.1,zero,0.72,9.299995,lake,0.315,45.672211,-89.258301,0.08,0.025,zero,0.885,10,1.09,high
17.4,3.232,0.259,5,110.6,zero,0.694,31.899994,pond,0.77,44.569427,-70.119385,0.01,0.011,one,0.959,20,3.679,high
173,10.5,1.691,64,319.1,one,0.96,8,lake,0.045,45.330536,-91.573303,0.06,1.539,one,0.853,5,4.48,high
18.3,4.377,0.248,25,76.5048,few,1.221,148,lake,7.76,42.104156,-71.174988,0.022,0.011,few,0.961,20,9.184,high
20,4.66,1.483,120,326.7,one,0.75,30,lake,0.139,46.208313,-91.694397,0.03,0.036,zero,0.868,10,2.16,high
75,6.51,0.53,120,344.4,one,0.54,20.599991,lake,0.755,46.454163,-91.729126,0.09,0.245,one,0.856,10,1.89,high
45.6,2.946,0.363,25,281.6,many,0.286,64.799988,pond,2.045,45.062195,-69.711914,0.014,0,one,0.986,20,3.043,high
12,4.48,0.471,10,273.7,zero,0.42,11.399994,lake,0.45,46.52832,-86.193848,0.009,0,zero,1.162,15,3.25,high
41,5.51,4.045,70,185.9,one,2.53,4.699997,lake,0.046,33.63916,-83.084717,0.062,0.122,one,1.083,10,1.13,high
22,7.56,0.926,29,420.3,zero,0.31,35.699982,lake,2.568,46.26944,-91.208313,0.1,0.105,zero,0.879,10,2.35,high
54,2.51,0.421,40,639.2,many,1.51,27.099991,lake,0.918,35.533325,-82.655518,0.172,0.267,one,1.427,25,1.99,high
19.1,5.804,0.416,45,219.2,zero,1.012,10,pond,0.167,41.395813,-73.73468,0.024,0.018,one,1.158,15,7.602,high
88.8,4.209,0.227,30,350.5,many,0.345,127.399963,pond,12.059,45.301361,-70.102478,0.024,0.064,one,0.995,25,4.405,high
24.6,12.34,1.556,92.5,196.6,one,1.15,12.299995,lake,0.177,41.361084,-73.812439,0.14,0.1195,zero,1.164,15,5.7975,high
37.5,4.341,0.421,20,95.4,few,0.415,74.299988,pond,2.31,44.870819,-69.299988,0.021,0,one,0.84,15,5.909,high
